name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"København, Hovedstaden, Danmark",2014-03-14,9.7,3.1,6.4,7.4,0.5,3,2.8,78.61,0.09,,8.33,,,,48.8,39.2,266.3,1018.6,26.8,11.3,,,,,2014-03-14T06:28:01,2014-03-14T18:10:59,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-15,9,6,7.3,5,0.6,2.4,0.7,64.35,1.85,,20.83,,,,67.9,62.8,291.5,1000.7,63,11.9,,,,,2014-03-15T06:25:25,2014-03-15T18:13:01,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-16,8.9,6,7.4,5.7,1.3,3.3,5.2,86.37,5.26,,66.67,,,,51.1,41.1,293,999.1,76.7,9.8,,,,,2014-03-16T06:22:49,2014-03-16T18:15:03,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-17,9.9,7.7,8.7,6.3,3.3,4.6,3.7,71.59,0.28,,12.5,,,,54.7,44.3,283,1004.8,68.5,12,,,,,2014-03-17T06:20:13,2014-03-17T18:17:05,0.51,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-18,10.6,6.9,8,10.6,2.9,4.6,5.6,85.15,0.75,,20.83,,,,38.8,30.5,258.7,1005.8,74,10.7,,,,,2014-03-18T06:17:37,2014-03-18T18:19:07,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-19,9.7,5.2,7.7,5.9,2.2,4,5.7,87.3,1.01,,25,,,,51.3,39.9,259.7,1006.6,74,9.9,,,,,2014-03-19T06:15:01,2014-03-19T18:21:09,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-20,14.3,7.1,9.8,14.3,2.5,7.7,5.5,75.63,0,,0,,,,43.7,35.9,230.2,1008.2,32.7,12.8,,,,,2014-03-20T06:12:25,2014-03-20T18:23:10,0.57,Partially cloudy,Partly cloudy throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-21,11.8,4.1,8.1,11.8,0,5.6,4.8,80.33,5.89,,20.83,,,,42.3,33.5,233.3,1001.6,49.5,13.3,,,,,2014-03-21T06:09:48,2014-03-21T18:25:12,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-22,7.4,3,5.1,4.1,-0.5,1.7,3.6,90.21,0.83,,20.83,,,,32.7,24.9,191.4,1002.8,48.9,10.2,,,,,2014-03-22T06:07:11,2014-03-22T18:27:13,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-23,8.9,3,5.8,6.1,-0.4,2.7,3.5,85.49,1.02,,12.5,,,,30.8,22.5,219.8,1002.6,37.2,11,,,,,2014-03-23T06:04:35,2014-03-23T18:29:14,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-24,8.3,0.1,4.3,6.8,-2.1,2.6,1.9,85.42,0,,0,,,,18,13.4,185.4,1010.4,28.7,10.1,,,,,2014-03-24T06:01:58,2014-03-24T18:31:15,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-25,7.9,1.3,4,5.2,-3.5,0.1,1.5,84.56,2.74,,37.5,,,,54.4,41.1,238,1011.3,52.8,13.1,,,,,2014-03-25T05:59:22,2014-03-25T18:33:16,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-26,6,1.9,4.1,2.6,-3,-0.2,1.8,85.56,1.36,,33.33,,,,50.4,35.1,97.8,1017.2,71.1,16.9,,,,,2014-03-26T05:56:45,2014-03-26T18:35:16,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-27,5.1,-0.9,3.3,5.1,-2.4,1.5,1.7,89.74,0,,0,,,,14.1,14.3,65.5,1023.7,64.3,12.7,,,,,2014-03-27T05:54:08,2014-03-27T18:37:17,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-28,12.4,4.1,7.3,12.4,1.2,5.5,2.6,74.6,0.08,,4.17,,,,28.1,21.4,67.5,1026.3,41.3,20.8,,,,,2014-03-28T05:51:32,2014-03-28T18:39:18,0.97,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-29,11.9,2.8,6.7,11.9,-1.1,4.8,1.5,69.91,0,,0,,,,22.8,16.4,98.9,1026.5,0.1,31,,,,,2014-03-29T05:48:56,2014-03-29T18:41:18,0.99,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-30,11.3,1.7,6.2,11.3,-0.6,5.5,0.4,69.05,0,,0,,,,14.1,13.3,134,1020.4,2.9,23.7,,,,,2014-03-30T06:46:20,2014-03-30T19:43:19,1,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-03-31,12.1,1.1,6.2,12.1,0.1,4.9,2.1,75.81,0,,0,,,,21.1,17.4,214.1,1015.2,12.4,14.4,,,,,2014-03-31T06:43:44,2014-03-31T19:45:19,0,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-01,7.1,2.9,4.7,4.3,-0.5,1.6,0.6,75.22,0.02,,4.17,,,,24.7,18.3,118,1017.2,49.3,22,,,,,2014-04-01T06:41:08,2014-04-01T19:47:20,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-02,7.1,3.8,5.1,2.9,-0.7,0.8,-0.2,69.91,0.24,,16.67,,,,45.7,33.8,111.2,1013.7,60.1,23.7,,,,,2014-04-02T06:38:32,2014-04-02T19:49:20,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-03,11,3,5.5,11,-0.8,2.8,1.5,76.9,0,,0,,,,31.6,19.6,88.3,1009.9,45.5,21.3,,,,,2014-04-03T06:35:57,2014-04-03T19:51:21,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-04,7,2,4.3,2.7,-2.3,0,-1.1,68.9,0,,0,,,,46.1,30.2,97.1,1017.1,19.9,30.9,,,,,2014-04-04T06:33:22,2014-04-04T19:53:21,0.12,Clear,Clear conditions throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-05,6.9,3,4.9,3.6,-2.1,1,2.6,85.93,0.81,,12.5,,,,35.2,25.4,140.6,1016.6,34.1,20.2,,,,,2014-04-05T06:30:47,2014-04-05T19:55:21,0.16,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-06,10.4,6.1,8,10.4,3.4,6.1,7.6,97.63,0.89,,29.17,,,,15.8,16.1,209.5,1014.6,43.7,1.2,,,,,2014-04-06T06:28:13,2014-04-06T19:57:22,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-07,14,9.3,11.5,14,7.5,11.3,10.6,94.31,1.93,,33.33,,,,26.5,26.3,222.4,1012,78.8,5.8,,,,,2014-04-07T06:25:39,2014-04-07T19:59:22,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-08,13.9,8,10.2,13.9,4.3,8.3,8.1,87.38,1.32,,25,,,,42,35.3,209.8,1005.4,79.1,9,,,,,2014-04-08T06:23:06,2014-04-08T20:01:23,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-09,9,5.9,7.7,4.7,2,3.3,3.7,75.99,0.97,,29.17,,,,45.3,43.5,299.4,1010.5,80.3,12.5,,,,,2014-04-09T06:20:33,2014-04-09T20:03:23,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-10,8.9,5.1,6.5,6.9,1.4,3.8,3.4,80.7,0,,0,,,,30,27.6,185.6,1019.5,81.6,15.1,,,,,2014-04-10T06:18:00,2014-04-10T20:05:24,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-11,11,4,7.4,11,2.7,5.5,6,91.29,0.89,,16.67,,,,24.2,17.2,201.3,1017.9,72.9,8.4,,,,,2014-04-11T06:15:28,2014-04-11T20:07:25,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-12,11,1.1,7,11,0.4,5.6,3.9,82.12,0.49,,4.17,,,,29.2,28.1,226.8,1015.8,57.5,8.9,,,,,2014-04-12T06:12:57,2014-04-12T20:09:25,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-13,11.1,7,8.8,11.1,3.3,6.1,4.6,76.19,2.09,,33.33,,,,43.6,38.5,255.4,1009,76.7,10.8,,,,,2014-04-13T06:10:26,2014-04-13T20:11:26,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-14,8.9,6,7.3,5.5,2,3.7,3.8,79.72,3.55,,50,,,,44.3,32.9,279.5,1003,70.7,14.7,,,,,2014-04-14T06:07:56,2014-04-14T20:13:26,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-15,10.8,5.2,7.8,10.8,1.7,4.4,0.9,62.23,0,,0,,,,39.2,34.8,337.4,1017.5,8.4,26.4,,,,,2014-04-15T06:05:26,2014-04-15T20:15:27,0.5,Clear,Clear conditions throughout the day.,wind,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-16,11.3,1.8,7.6,11.3,-0.8,6.3,-0.1,60.46,0,,0,,,,17.7,17,253.3,1029.1,6.2,25.3,,,,,2014-04-16T06:02:57,2014-04-16T20:17:28,0.51,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-17,11.3,3.1,7.7,11.3,0.4,5.9,3.5,75.23,3.22,,20.83,,,,39.7,37.2,206.3,1018,16.9,23.5,,,,,2014-04-17T06:00:29,2014-04-17T20:19:28,0.53,Rain,Clear conditions throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-18,10,3.3,7.4,8.4,1.4,5.5,4.3,81.66,2.18,,33.33,,,,30.1,22.8,129.8,1009.1,55.1,12.3,,,,,2014-04-18T05:58:01,2014-04-18T20:21:29,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-19,16,3.7,9.6,16,2,8.5,5.3,75.86,0,,0,,,,18,17.1,33.9,1022.6,7,15.7,,,,,2014-04-19T05:55:35,2014-04-19T20:23:30,0.6,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-20,18.1,8,12.5,18.1,5.3,11.6,5.7,64.46,0,,0,,,,34.1,26.1,57.1,1018.6,0.2,28.6,,,,,2014-04-20T05:53:09,2014-04-20T20:25:30,0.65,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-21,16,10.1,12.2,16,10.1,12.2,7,70.58,0,,0,,,,26.9,23.3,66.8,1013.2,38.1,20.4,,,,,2014-04-21T05:50:44,2014-04-21T20:27:31,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-22,17.9,9.9,12.9,17.9,7.8,12.6,7.9,72.16,0,,0,,,,26.6,22.1,75.2,1015,5.6,21.3,,,,,2014-04-22T05:48:19,2014-04-22T20:29:32,0.76,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,02635099999,06188099999"
"København, Hovedstaden, Danmark",2014-04-23,13.5,8.1,10.5,13.5,5.9,9.5,4.4,66.39,0.75,,41.67,,,,37.7,24.5,86.3,1022.8,17.1,26.8,,,,,2014-04-23T05:45:56,2014-04-23T20:31:32,0.82,Rain,Clear conditions throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-24,10.1,5.9,8.1,10.1,2.2,5.5,2.4,67.54,3.29,,41.67,,,,28.3,20.7,73,1025.2,36,27.1,,,,,2014-04-24T05:43:34,2014-04-24T20:33:33,0.87,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-25,16.1,7.1,10.9,16.1,4.5,9.7,3.6,61.3,0.68,,12.5,,,,28.8,18,81,1020.7,11.3,30,,,,,2014-04-25T05:41:13,2014-04-25T20:35:33,0.92,Rain,Clear conditions throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-26,17.9,6,11.6,17.9,3.2,10.6,4.2,61.11,0,,0,,,,26.6,15.3,73.3,1016.1,3.6,30.8,,,,,2014-04-26T05:38:53,2014-04-26T20:37:33,0.96,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-27,18.8,6.9,12.6,18.8,4.7,11.9,3.7,56.11,0,,0,,,,28.5,18.4,81.5,1012.7,1.7,33.2,,,,,2014-04-27T05:36:34,2014-04-27T20:39:33,0.99,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-28,17.1,5.5,11.3,17.1,3.4,10.6,1.3,52.71,0,,0,,,,15.6,12.4,114.4,1014.2,0,32.6,,,,,2014-04-28T05:34:16,2014-04-28T20:41:33,1,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-29,19,4.8,12.9,19,4.8,12.9,4.8,60.67,0,,0,,,,16.1,15,179.6,1012.3,0.1,27.5,,,,,2014-04-29T05:31:59,2014-04-29T20:43:32,0,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-04-30,15.9,7.2,11.9,15.9,5.6,11.7,7.3,73.95,0,,0,,,,22.3,22.5,222.1,1009.3,9.5,16.2,,,,,2014-04-30T05:29:44,2014-04-30T20:45:32,0.01,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-01,11.2,5.8,9,11.2,3.1,7.2,2.3,65.45,0.07,,4.17,,,,33.3,30.6,249.1,1011.6,33.3,16.9,,,,,2014-05-01T05:27:30,2014-05-01T20:47:31,0.03,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-02,10.2,5.7,7.9,10.2,2.9,6.3,1.6,65.17,0,,0,,,,17.5,15.4,183.5,1021.2,40.8,23.8,,,,,2014-05-02T05:25:17,2014-05-02T20:49:30,0.06,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-03,13,2.9,8.4,13,0.5,7,1,62.01,0,,0,,,,36.5,25,272,1022.2,29,21,,,,,2014-05-03T05:23:06,2014-05-03T20:51:28,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-04,11.9,4.4,8.7,11.9,1.7,7.4,0.9,60.09,0,,0,,,,31.6,21.6,268.7,1019,26.3,24.4,,,,,2014-05-04T05:20:56,2014-05-04T20:53:26,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-05,12,3.9,8.5,12,3.5,8,2.8,67.93,0.03,,4.17,,,,31.3,19.6,212.2,1018.5,56.5,22.9,,,,,2014-05-05T05:18:48,2014-05-05T20:55:24,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-06,12.1,8.8,10.5,12.1,5.9,9.5,6.1,74.75,0.12,,8.7,,,,41.2,33.8,142,1012.8,40.1,18.6,,,,,2014-05-06T05:16:41,2014-05-06T20:57:21,0.22,"Rain, Partially cloudy",Clearing in the afternoon with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-07,14.6,8.6,11.3,14.6,7.9,11.2,8.9,85.57,7.63,,50,,,,30,23.2,213.5,1004.2,52.5,10.1,,,,,2014-05-07T05:14:36,2014-05-07T20:59:17,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-08,13.7,9.2,11,13.7,7.5,10.4,9.1,87.91,8.57,,33.33,,,,30.6,22.4,216.2,1006.2,72.4,12,,,,,2014-05-08T05:12:32,2014-05-08T21:01:13,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-09,13.1,9.9,10.9,13.1,8.1,10.5,9.7,92.71,7.4,,70.83,,,,27.8,19.6,209.4,1004.1,80.2,10.5,,,,,2014-05-09T05:10:30,2014-05-09T21:03:09,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-10,13.9,9,11.2,13.9,6.1,10.4,8.6,84.79,1.64,,29.17,,,,23,20.4,232,1004.7,79.1,13.1,,,,,2014-05-10T05:08:30,2014-05-10T21:05:03,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-11,13.9,10,11.5,13.9,10,11.5,9.1,85.8,4.47,,54.17,,,,37.3,31.9,210.9,995.6,79,12.1,,,,,2014-05-11T05:06:32,2014-05-11T21:06:57,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-12,13.1,9,10.9,13.1,6.5,10.1,8.9,87.87,16.42,,54.17,,,,25.3,21,224.6,999.7,82.4,12.8,,,,,2014-05-12T05:04:36,2014-05-12T21:08:50,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-13,12.9,9,10.5,12.9,5.9,9.2,7.8,84.05,1.67,,54.17,,,,37,26.5,275.3,1007.1,83.4,12.4,,,,,2014-05-13T05:02:42,2014-05-13T21:10:43,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-14,12.8,7,10.1,12.8,4.5,9.1,7.8,85.51,3.41,,37.5,,,,31.9,20.9,280.3,1018.5,74,12.6,,,,,2014-05-14T05:00:49,2014-05-14T21:12:34,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-15,16,7.2,11,16,6.6,10.6,7.3,79.83,0,,0,,,,18.4,15.2,128.7,1031.5,34.9,15,,,,,2014-05-15T04:58:59,2014-05-15T21:14:24,0.51,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-16,15.8,7.2,11.8,15.8,6.4,11.5,8.4,80.07,0,,4.17,,,,21.6,20.9,181,1030.3,31.8,15.5,,,,,2014-05-16T04:57:11,2014-05-16T21:16:13,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-17,18.2,9.3,14.1,18.2,7.9,13.9,9.1,73.35,0,,0,,,,21.3,21.7,248,1023.1,8.6,15.9,,,,,2014-05-17T04:55:25,2014-05-17T21:18:01,0.55,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-18,16.1,11.8,12.9,16.1,11.8,12.9,10.3,84.49,10.52,,37.5,,,,21.1,21.1,156.1,1016.3,40.6,17.8,,,,,2014-05-18T04:53:42,2014-05-18T21:19:48,0.59,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-19,17.8,10.9,13.4,17.8,10.9,13.4,11.1,87.24,0,,0,,,,28.5,22.6,115.1,1012.8,58.2,8.2,,,,,2014-05-19T04:52:01,2014-05-19T21:21:34,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-20,19,10.7,14,19,10.7,14,11.4,85.6,0,,0,,,,14.1,12.3,131.5,1015.4,30.5,6.8,,,,,2014-05-20T04:50:22,2014-05-20T21:23:18,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-21,20.8,9.6,16.7,20.8,9.2,16.7,12.1,75.72,0,,0,,,,28.5,25.2,117.9,1015.6,0.6,18.7,,,,,2014-05-21T04:48:46,2014-05-21T21:25:00,0.75,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-22,24,15.6,19,24,15.6,19,13.1,69.46,0,,0,,,,31.1,26,131.3,1011.5,4.9,20.8,,,,,2014-05-22T04:47:12,2014-05-22T21:26:41,0.81,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-23,22,15.8,18.4,22,15.8,18.4,14.3,77.35,0.03,,4.17,,,,25.2,19.1,153.8,1008.3,19.8,16.3,,,,,2014-05-23T04:45:41,2014-05-23T21:28:21,0.86,Rain,Clear conditions throughout the day with late afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-24,19.1,13.6,16.2,19.1,13.6,16.2,12.9,81.77,0.77,,16.67,,,,19.7,17.3,223.9,1013.5,66.7,13.9,,,,,2014-05-24T04:44:13,2014-05-24T21:29:58,0.91,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-25,21,12.1,17.1,21,12.1,17.1,12.2,74.35,152.82,,4.17,,,,17.7,19,188.2,1018.7,20.5,16,,,,,2014-05-25T04:42:47,2014-05-25T21:31:34,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-26,19.4,12.1,16.3,19.4,12.1,16.3,10.1,67.91,0,,0,,,,21.3,21.3,178.5,1021.7,8.8,20.2,,,,,2014-05-26T04:41:25,2014-05-26T21:33:08,0.98,Clear,Clear conditions throughout the day.,clear-day,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
"København, Hovedstaden, Danmark",2014-05-27,17.9,10.6,14.3,17.9,10.6,14.2,9.3,72.51,0.08,,4.17,,,,36.2,26.8,83.4,1018.5,29.3,22.7,,,,,2014-05-27T04:40:05,2014-05-27T21:34:40,1,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"06180099999,02615099999,06174099999,06170099999,06188099999,02635099999"
